d
13.00
2.00
0.00
0.00
0.00
0.00
12.00
0.00
0.00
0.00
0.00
0.00
497.00
0.00
0.00
2.00
0.00
21.00
0.00
0.00
22.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
7.00
1.00
0.00
16.00
0.00
0.00
0.00
3.00
0.00
0.00
27.00
504.00
501.00
15.00
18.00
0.00
0.00
0.00
0.00
0.00
0.00
11.00
18.00
11.00
0.00
5.00
0.00
0.00
0.00
25.00
2.00
0.00
0.00
488.00
0.00
0.00
0.00
32.00
2.00
485.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
0.00
0.00
487.00
19.00
0.00
14.00
6.00
0.00
0.00
0.00
0.00
0.00
6.00
0.00
0.00
21.00
14.00
0.00
3.00
0.00
13.00
1.00
17.00
0.00
5.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
19.00
0.00
0.00
0.00
0.00
26.00
0.00
0.00
488.00
0.00
9.00
0.00
24.00
0.00
0.00
0.00
0.00
0.00
0.00
6.00
0.00
0.00
5.00
0.00
0.00
10.00
45.00
0.00
0.00
0.00
13.00
0.00
7.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
1.00
0.00
3.00
12.00
0.00
0.00
4.00
0.00
0.00
0.00
0.00
13.00
0.00
0.00
17.00
0.00
0.00
15.00
0.00
0.00
482.00
483.00
0.00
0.00
0.00
7.00
0.00
25.00
16.00
16.00
6.00
0.00
5.00
39.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
25.00
0.00
5.00
11.00
13.00
23.00
0.00
0.00
0.00
4.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
502.00
0.00
10.00
0.00
0.00
0.00
1.00
4.00
23.00
11.00
0.00
0.00
1.00
0.00
0.00
1.00
0.00
25.00
492.00
489.00
0.00
16.00
0.00
30.00
0.00
19.00
0.00
0.00
0.00
0.00
20.00
0.00
0.00
0.00
1.00
2.00
20.00
0.00
0.00
20.00
0.00
7.00
0.00
20.00
8.00
0.00
0.00
0.00
18.00
0.00
0.00
11.00
0.00
0.00
0.00
0.00
6.00
0.00
0.00
499.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
2.00
0.00
0.00
0.00
13.00
14.00
0.00
0.00
501.00
498.00
0.00
0.00
19.00
0.00
0.00
0.00
11.00
500.00
0.00
0.00
0.00
0.00
20.00
0.00
0.00
0.00
0.00
0.00
0.00
6.00
0.00
12.00
0.00
0.00
502.00
497.00
0.00
4.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
8.00
0.00
12.00
8.00
11.00
6.00
0.00
0.00
0.00
0.00
0.00
24.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
24.00
0.00
11.00
501.00
0.00
21.00
0.00
7.00
4.00
4.00
0.00
0.00
3.00
0.00
18.00
0.00
0.00
0.00
0.00
0.00
2.00
499.00
496.00
0.00
0.00
6.00
0.00
1.00
0.00
0.00
0.00
0.00
25.00
29.00
27.00
0.00
0.00
52.00
0.00
0.00
0.00
19.00
1.00
0.00
0.00
0.00
0.00
0.00
19.00
2.00
0.00
0.00
0.00
4.00
0.00
0.00
0.00
0.00
9.00
0.00
499.00
0.00
6.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
500.00
498.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
15.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
15.00
20.00
0.00
0.00
2.00
0.00
0.00
0.00
12.00
15.00
0.00
13.00
2.00
20.00
499.00
17.00
23.00
0.00
4.00
1.00
0.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
496.00
495.00
11.00
0.00
1.00
15.00
0.00
9.00
0.00
0.00
0.00
0.00
6.00
0.00
0.00
0.00
0.00
0.00
7.00
0.00
14.00
14.00
0.00
0.00
9.00
24.00
0.00
15.00
24.00
2.00
28.00
0.00
2.00
10.00
0.00
5.00
0.00
0.00
496.00
0.00
27.00
0.00
0.00
0.00
0.00
4.00
0.00
0.00
26.00
0.00
0.00
3.00
0.00
0.00
2.00
497.00
500.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
2.00
0.00
3.00
0.00
0.00
0.00
4.00
0.00
0.00
0.00
0.00
0.00
0.00
4.00
1.00
12.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
500.00
0.00
21.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
9.00
7.00
6.00
11.00
497.00
499.00
0.00
0.00
0.00
43.00
0.00
12.00
0.00
0.00
21.00
0.00
0.00
0.00
9.00
0.00
0.00
22.00
0.00
1.00
15.00
0.00
0.00
0.00
0.00
0.00
26.00
1.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
12.00
0.00
497.00
0.00
11.00
3.00
0.00
0.00
0.00
0.00
0.00
4.00
0.00
0.00
9.00
0.00
0.00
1.00
497.00
498.00
0.00
8.00
0.00
0.00
0.00
0.00
0.00
14.00
7.00
27.00
0.00
11.00
0.00
0.00
0.00
29.00
0.00
0.00
0.00
23.00
26.00
0.00
0.00
500.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
16.00
22.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
4.00
0.00
19.00
501.00
500.00
5.00
0.00
17.00
2.00
0.00
0.00
0.00
5.00
0.00
1.00
0.00
2.00
34.00
0.00
2.00
0.00
20.00
0.00
0.00
0.00
26.00
0.00
30.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
11.00
501.00
500.00
8.00
0.00
4.00
16.00
21.00
0.00
0.00
0.00
19.00
0.00
0.00
27.00
0.00
0.00
0.00
8.00
0.00
20.00
498.00
502.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
4.00
0.00
1.00
14.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
4.00
0.00
0.00
27.00
25.00
0.00
0.00
0.00
0.00
0.00
0.00
21.00
0.00
25.00
1.00
0.00
499.00
498.00
0.00
12.00
0.00
0.00
12.00
13.00
0.00
6.00
2.00
11.00
2.00
0.00
0.00
17.00
0.00
6.00
3.00
0.00
0.00
3.00
0.00
0.00
4.00
17.00
0.00
0.00
25.00
0.00
14.00
0.00
504.00
501.00
0.00
28.00
0.00
501.00
0.00
4.00
0.00
1.00
24.00
0.00
0.00
0.00
0.00
17.00
0.00
0.00
19.00
0.00
0.00
0.00
0.00
23.00
0.00
0.00
12.00
0.00
0.00
3.00
0.00
18.00
0.00
5.00
0.00
0.00
9.00
0.00
2.00
2.00
0.00
0.00
25.00
0.00
0.00
0.00
13.00
0.00
0.00
502.00
0.00
2.00
0.00
0.00
0.00
15.00
35.00
0.00
0.00
503.00
504.00
0.00
41.00
7.00
0.00
0.00
10.00
0.00
20.00
14.00
9.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
16.00
27.00
10.00
1.00
0.00
18.00
8.00
0.00
6.00
20.00
0.00
0.00
17.00
0.00
0.00
2.00
6.00
1.00
0.00
0.00
0.00
0.00
5.00
503.00
0.00
1.00
29.00
14.00
2.00
0.00
19.00
21.00
0.00
0.00
506.00
501.00
0.00
0.00
0.00
0.00
0.00
0.00
8.00
0.00
12.00
0.00
0.00
0.00
29.00
0.00
1.00
20.00
0.00
0.00
5.00
1.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
3.00
0.00
0.00
0.00
0.00
0.00
10.00
479.00
480.00
21.00
4.00
0.00
0.00
0.00
0.00
14.00
20.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
16.00
13.00
0.00
0.00
481.00
0.00
7.00
0.00
0.00
20.00
0.00
0.00
1.00
0.00
0.00
8.00
2.00
17.00
38.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
3.00
15.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
479.00
477.00
0.00
0.00
0.00
24.00
1.00
0.00
29.00
0.00
0.00
0.00
1.00
0.00
0.00
13.00
0.00
18.00
0.00
7.00
0.00
479.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
20.00
0.00
9.00
7.00
4.00
33.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
19.00
1.00
6.00
0.00
4.00
0.00
5.00
6.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
14.00
477.00
476.00
33.00
0.00
0.00
4.00
0.00
0.00
0.00
11.00
0.00
3.00
0.00
0.00
0.00
0.00
8.00
0.00
479.00
0.00
19.00
14.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
13.00
12.00
45.00
31.00
0.00
0.00
15.00
13.00
12.00
0.00
0.00
0.00
0.00
2.00
9.00
0.00
10.00
2.00
0.00
0.00
5.00
0.00
9.00
0.00
0.00
2.00
475.00
475.00
33.00
41.00
0.00
0.00
0.00
1.00
0.00
12.00
34.00
21.00
0.00
0.00
13.00
0.00
15.00
0.00
475.00
476.00
0.00
26.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
5.00
1.00
23.00
4.00
0.00
474.00
474.00
475.00
7.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
26.00
0.00
0.00
0.00
0.00
473.00
0.00
0.00
0.00
0.00
2.00
0.00
11.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
32.00
0.00
0.00
6.00
26.00
0.00
0.00
0.00
0.00
0.00
15.00
1.00
1.00
0.00
15.00
0.00
0.00
477.00
473.00
0.00
11.00
0.00
0.00
2.00
0.00
0.00
15.00
0.00
0.00
0.00
0.00
8.00
0.00
2.00
0.00
0.00
475.00
7.00
0.00
0.00
0.00
0.00
13.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
13.00
0.00
0.00
0.00
22.00
0.00
0.00
10.00
0.00
0.00
8.00
0.00
0.00
6.00
0.00
0.00
8.00
0.00
0.00
0.00
7.00
12.00
475.00
467.00
0.00
0.00
1.00
0.00
0.00
13.00
0.00
4.00
0.00
4.00
0.00
0.00
0.00
0.00
0.00
472.00
35.00
0.00
0.00
3.00
0.00
9.00
0.00
0.00
0.00
8.00
0.00
3.00
0.00
13.00
0.00
0.00
0.00
10.00
0.00
0.00
23.00
14.00
0.00
0.00
0.00
0.00
0.00
1.00
3.00
23.00
0.00
0.00
17.00
0.00
0.00
19.00
16.00
3.00
3.00
0.00
4.00
0.00
2.00
467.00
466.00
8.00
0.00
0.00
0.00
0.00
0.00
9.00
21.00
0.00
24.00
474.00
0.00
21.00
1.00
2.00
0.00
0.00
13.00
0.00
2.00
6.00
0.00
4.00
20.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
12.00
1.00
0.00
0.00
0.00
0.00
0.00
15.00
0.00
5.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
35.00
4.00
0.00
4.00
11.00
15.00
12.00
24.00
465.00
5.00
0.00
27.00
26.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
17.00
0.00
0.00
0.00
0.00
22.00
0.00
7.00
0.00
11.00
0.00
0.00
0.00
0.00
0.00
17.00
14.00
13.00
0.00
13.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
13.00
0.00
0.00
466.00
464.00
0.00
0.00
1.00
0.00
22.00
0.00
2.00
1.00
25.00
0.00
0.00
0.00
0.00
4.00
10.00
0.00
3.00
0.00
462.00
0.00
0.00
0.00
0.00
15.00
0.00
12.00
0.00
459.00
0.00
7.00
0.00
3.00
0.00
30.00
19.00
0.00
0.00
0.00
20.00
0.00
0.00
7.00
0.00
1.00
0.00
1.00
20.00
0.00
0.00
0.00
11.00
26.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
15.00
21.00
3.00
7.00
0.00
0.00
0.00
0.00
22.00
0.00
14.00
0.00
0.00
459.00
0.00
0.00
0.00
0.00
0.00
14.00
4.00
0.00
460.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
17.00
1.00
0.00
0.00
11.00
10.00
2.00
0.00
0.00
0.00
4.00
17.00
0.00
0.00
3.00
0.00
2.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
26.00
0.00
22.00
0.00
0.00
0.00
9.00
0.00
7.00
11.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
5.00
8.00
0.00
0.00
0.00
0.00
459.00
0.00
2.00
0.00
7.00
19.00
0.00
0.00
0.00
0.00
0.00
17.00
6.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
18.00
0.00
0.00
0.00
17.00
21.00
8.00
0.00
0.00
0.00
17.00
0.00
0.00
0.00
14.00
18.00
8.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
1.00
26.00
2.00
0.00
0.00
3.00
0.00
23.00
0.00
0.00
0.00
456.00
5.00
0.00
0.00
0.00
0.00
0.00
5.00
5.00
0.00
0.00
21.00
0.00
0.00
0.00
456.00
455.00
17.00
4.00
13.00
0.00
0.00
0.00
0.00
1.00
0.00
3.00
9.00
0.00
0.00
2.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
1.00
143.00
1.00
0.00
0.00
21.00
0.00
0.00
27.00
12.00
0.00
7.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
10.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
1.00
0.00
0.00
0.00
453.00
455.00
0.00
0.00
10.00
3.00
0.00
0.00
0.00
0.00
0.00
0.00
6.00
0.00
0.00
0.00
453.00
453.00
0.00
0.00
6.00
0.00
0.00
0.00
2.00
19.00
0.00
3.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
5.00
0.00
9.00
0.00
0.00
0.00
0.00
1.00
24.00
0.00
0.00
0.00
0.00
0.00
0.00
14.00
0.00
1.00
453.00
0.00
0.00
0.00
0.00
1.00
0.00
7.00
0.00
0.00
6.00
0.00
0.00
455.00
456.00
0.00
1.00
0.00
0.00
0.00
8.00
0.00
0.00
0.00
0.00
2.00
0.00
4.00
0.00
0.00
0.00
0.00
0.00
10.00
0.00
0.00
0.00
11.00
0.00
6.00
0.00
0.00
0.00
0.00
0.00
4.00
8.00
0.00
0.00
0.00
0.00
0.00
4.00
0.00
0.00
452.00
0.00
13.00
1.00
0.00
0.00
10.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
454.00
453.00
8.00
0.00
2.00
0.00
16.00
0.00
0.00
0.00
23.00
0.00
0.00
0.00
7.00
0.00
8.00
12.00
0.00
24.00
1.00
0.00
0.00
0.00
6.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
17.00
5.00
452.00
17.00
0.00
0.00
0.00
0.00
0.00
0.00
32.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
3.00
26.00
0.00
0.00
0.00
0.00
453.00
452.00
0.00
0.00
0.00
0.00
5.00
0.00
0.00
0.00
0.00
0.00
6.00
9.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
5.00
0.00
0.00
0.00
2.00
453.00
10.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
7.00
1.00
0.00
0.00
12.00
9.00
41.00
0.00
0.00
2.00
0.00
0.00
0.00
2.00
450.00
452.00
0.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
8.00
0.00
10.00
0.00
0.00
16.00
7.00
0.00
2.00
0.00
0.00
2.00
0.00
451.00
451.00
0.00
9.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
7.00
0.00
0.00
0.00
0.00
8.00
13.00
1.00
7.00
0.00
0.00
4.00
0.00
0.00
0.00
0.00
0.00
0.00
8.00
0.00
452.00
451.00
0.00
0.00
0.00
0.00
0.00
0.00
7.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
23.00
25.00
4.00
15.00
0.00
0.00
0.00
451.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
21.00
0.00
0.00
0.00
3.00
0.00
0.00
3.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
450.00
452.00
450.00
4.00
0.00
5.00
0.00
4.00
0.00
6.00
0.00
16.00
0.00
0.00
0.00
0.00
0.00
5.00
0.00
15.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
23.00
3.00
2.00
0.00
0.00
0.00
0.00
6.00
1.00
0.00
20.00
0.00
0.00
0.00
0.00
11.00
9.00
447.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
42.00
0.00
0.00
0.00
0.00
0.00
5.00
7.00
0.00
0.00
14.00
0.00
0.00
16.00
0.00
0.00
0.00
0.00
449.00
0.00
0.00
0.00
6.00
12.00
88.00
0.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
1.00
0.00
0.00
1.00
3.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
449.00
0.00
1.00
0.00
0.00
0.00
5.00
27.00
1.00
0.00
19.00
0.00
4.00
11.00
0.00
15.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
450.00
448.00
0.00
17.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
5.00
0.00
0.00
0.00
0.00
7.00
0.00
1.00
12.00
0.00
0.00
1.00
0.00
0.00
0.00
450.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
2.00
0.00
7.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
26.00
18.00
0.00
0.00
1.00
2.00
7.00
0.00
0.00
0.00
20.00
0.00
447.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
9.00
0.00
0.00
0.00
2.00
14.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
3.00
10.00
0.00
1.00
0.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
31.00
0.00
0.00
3.00
0.00
0.00
0.00
0.00
0.00
0.00
9.00
0.00
0.00
0.00
0.00
11.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
441.00
0.00
0.00
0.00
0.00
0.00
5.00
0.00
0.00
13.00
441.00
441.00
3.00
0.00
0.00
0.00
0.00
0.00
0.00
441.00
0.00
0.00
0.00
0.00
5.00
0.00
3.00
3.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
6.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
2.00
8.00
3.00
0.00
0.00
0.00
6.00
0.00
442.00
0.00
1.00
0.00
0.00
3.00
4.00
9.00
0.00
5.00
0.00
440.00
441.00
1.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
5.00
0.00
0.00
1.00
0.00
0.00
0.00
7.00
0.00
0.00
1.00
17.00
0.00
0.00
0.00
0.00
7.00
0.00
0.00
0.00
14.00
0.00
8.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
4.00
0.00
8.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
440.00
440.00
1.00
13.00
10.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
0.00
0.00
0.00
17.00
0.00
1.00
0.00
1.00
0.00
0.00
0.00
1.00
4.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
2.00
0.00
0.00
0.00
12.00
0.00
0.00
4.00
0.00
0.00
0.00
0.00
0.00
0.00
6.00
440.00
0.00
0.00
0.00
0.00
0.00
26.00
0.00
0.00
3.00
3.00
0.00
0.00
0.00
0.00
0.00
1.00
5.00
2.00
0.00
0.00
0.00
27.00
0.00
3.00
0.00
29.00
0.00
6.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
31.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
438.00
0.00
0.00
0.00
0.00
1.00
0.00
3.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
15.00
0.00
0.00
0.00
0.00
2.00
0.00
8.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
0.00
11.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
11.00
0.00
429.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
6.00
0.00
0.00
2.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
1.00
0.00
428.00
3.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
437.00
434.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
4.00
0.00
6.00
0.00
1.00
3.00
0.00
0.00
1.00
1.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
10.00
0.00
0.00
0.00
0.00
0.00
434.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
427.00
428.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
427.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.00
3.00
427.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
0.00
0.00
0.00
1.00
429.00
427.00
3.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
6.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
4.00
0.00
0.00
0.00
0.00
0.00
424.00
426.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
7.00
0.00
0.00
426.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
2.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
1.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
427.00
428.00
0.00
0.00
2.00
0.00
0.00
